SIS_CD,PLAN_DESCR,PLAN_TYPE,PLO_NBR,PLO
BSPE770,Physical Education BS,MAJ,4,"(Standard 4) Demonstrates Pedagogical Knowledge in Specific Domains. Teachers are knowledgeable about the problems, challenges, and opportunities that commonly arise as students develop understanding or competence in physical education."
BSPE770,Physical Education BS,MAJ,5,(Standard 5) Explains and Justifies Educational Choices.  Teachers can articulate and defend their curricular and instructional choices with sound ethical and pedagogical justifications.
BSPE770,Physical Education BS,MAJ,6,"(Standard 6) Connects School and Community.  Teachers use the knowledge and abilities necessary for collaboration with individuals, groups, and agencies within the school and community. They base instruction of students on an understanding of curricular goals, subject matter, and the community, and help the students make connections between community-based knowledge and school knowledge."
BSPE770,Physical Education BS,MAJ,7,"(Standard 7) Understands and Adapts to Multiple Forms of Communication.  Teachers understand and adapt to students' multiple forms of expressing and receiving experiences, ideas, and feelings."
BSPE770,Physical Education BS,MAJ,8,"(Standard 8) Employs Varied Assessment Processes.  Teachers understand and thoughtfully use formal and informal evaluation strategies to assess students' achievements, strengths, challenges, and learning styles for continuous development."
BSPE770,Physical Education BS,MAJ,9,(Standard 9) Manages Learning Environment.  Teachers establish and maintain an environment that engages  students in learning while providing for their physical and socio-emotional well-being.
BSPE770,Physical Education BS,MAJ,10,(Standard 10) Employs Varied Instructional Strategies.  Teachers understand and use a variety of instructional strategies to enhance students' learning.
BSPE770,Physical Education BS,MAJ,11,"(Standard 11) Uses Technologies.  Teachers appropriately incorporate new and proven technologies into instructional practice. They understand the major social, cultural, and economic issues surrounding their implementation."
BSPE770,Physical Education BS,MAJ,12,"(Standard 12) Accommodates for All Students.  Teachers design educational environments and use instructional practices that accommodate students' achievements, strengths, challenges, interests, and learning styles."
BSPE770,Physical Education BS,MAJ,13,"(Standard 13) Is a Reflective Practitioner.  Teachers are reflective practitioners who evaluate the effects of their assumptions, choices, and actions on others (students, parents, and other professionals in the learning community) and who actively seek out opportunities to grow professionally. They examine assumptions enmeshed in ways of thinking and in familial, institutional, and cultural lore, and practices."
BSPE770,Physical Education BS,MAJ,14,"(Standard 14) Relates Well with Students, Families, and Communities.  Teachers relate to students, families, and community members in a fair, respectful, and sensitive manner. They show an appreciation for the cultural diversity of our society."
BSPE770,Physical Education BS,MAJ,15,(Standard 15) Understands Legal Rights and Responsibilities.  Teachers understand the legal rights and responsibilities of professional educators and the law as it applies to their specific domains of teaching.
MPAS780MED,Physician Asst MPA,MAJ,1,MEDICAL KNOWLEDGE (MK): Understand essential medical knowledge needed to provide patient care. 
MPAS780MED,Physician Asst MPA,MAJ,2,"MEDICAL HISTORY (HIST): Interview and elicit an appropriate complete, interval, or acute history. "
MPAS780MED,Physician Asst MPA,MAJ,3,PHYSICAL EXAMINATION (PE): Perform complete and focused physical examinations. 
MPAS780MED,Physician Asst MPA,MAJ,4,"CLINICAL REASONING (CR): Identify, process, and integrate information in order develop a differential diagnosis, and diagnostic impression."
MPAS780MED,Physician Asst MPA,MAJ,5,"DIAGNOSTIC STUDIES (DIAG): Identify, order and interpret appropriate diagnostic studies. "
MPAS780MED,Physician Asst MPA,MAJ,6,THERAPEUTICS (TH): Formulate an appropriate and comprehensive therapeutic plan.
MPAS780MED,Physician Asst MPA,MAJ,7,INTERPERSONAL COMMUNICATION WITH PATIENTS AND FAMILIES (PTCOM): Demonstrate effective exchange of information and collaboration with patients and their families.
MPAS780MED,Physician Asst MPA,MAJ,8,INTERPERSONAL COMMUNICATION WITH HEALTH PROFESSIONALS (MEDCOM): Demonstrate effective exchange of information and collaboration with other health professionals both orally and in writing.
MPAS780MED,Physician Asst MPA,MAJ,9,"PROFESSIONALISM (PROF): Demonstrate the skills, attributes and behaviors of a competent physician assistant and serve as a member of the professional medical community."
MPAS780MED,Physician Asst MPA,MAJ,10,EVIDENCE BASED Medicine (EBM): Use appropriate literature to make evidence-based decisions. 
MPAS780MED,Physician Asst MPA,MAJ,11,SELF-REFLECTION & SELF-IMPROVEMENT (SRSI): Engage in a process of ongoing self-reflection and self-improvement. 
MPAS780MED,Physician Asst MPA,MAJ,12,HEALTHCARE SYSTEMS (HS): Recognize financial and legal aspects of healthcare systems. 
MPAS780MED,Physician Asst MPA,MAJ,13,SOCIETY AND POPULATION HEALTH (SPH): Recognize social determinants affecting the health of individuals and communities.
MPAS780MED,Physician Asst MPA,MAJ,14,"CULTURAL HUMILITY (CH): Demonstrates sensitivity and adaptability to cultural differences, ensures equitable care."
MPAS780MED,Physician Asst MPA,MAJ,15,"INTERPROFESSIONAL COLLABORATION AND LEADERSHIP (ICL):  Engage in interprofessional education that will enhance patient-/population-centered care, collaboration, communication, teamwork and leadership in the clinical setting. "
MPAS780MED,Physician Asst MPA,MAJ,16,TECHNICAL SKILLS (TS): Demonstrate proficiency in common procedures and technical skills.
BA  783,Physics BA,MAJ,1,Understand basic physical principles.
BA  783,Physics BA,MAJ,2,Solve problems proficiently using both quantitative and qualitative applications of these physical principles.
BA  783,Physics BA,MAJ,3,Appreciate the excitement of physics and be acquainted with a wide range of research areas in physics. 
BA  783,Physics BA,MAJ,4,Know how to perform quantitative measurements of physical phenomena and understand the statistical significance of observations made in the presence of statistical and systematic uncertainties. 
BA  783,Physics BA,MAJ,5,Be prepared for graduate study and/or careers in STEM fields. 
BA  783,Physics BA,MAJ,6,"Communicate effectively with scientific peers and the public, both orally and in writing. "
BA  783,Physics BA,MAJ,7,Understand their own learning processes and be able to continue to educate themselves after graduation. 
MA  783L&S,Physics MA,MAJ,1,"Mastery of the core physical concepts (classical mechanics, electricity and magnetism, quantum mechanics, and statistical mechanics)."
MA  783L&S,Physics MA,MAJ,2,"Articulates, critiques, or elaborates the theories, research methods, and approaches to inquiry or schools of practice in physics."
MA  783L&S,Physics MA,MAJ,3,Evaluates or synthesizes information pertaining to questions or challenges in physics.
MA  783L&S,Physics MA,MAJ,4,Gains rudimentary awareness of physics research execution.
MA  783L&S,Physics MA,MAJ,5,Communicates clearly in ways appropriate to the field of physics.
MS  783L&S,Physics MS,MAJ,1,"Mastery of the core physical concepts (classical mechanics, electricity and magnetism, quantum mechanics, and statistical mechanics)."
MS  783L&S,Physics MS,MAJ,2,"Articulates, critiques, or elaborates the theories, research methods, and approaches to inquiry or schools of practice in physics."
MS  783L&S,Physics MS,MAJ,3,Evaluates or synthesizes information pertaining to questions or challenges in physics.
MS  783L&S,Physics MS,MAJ,4,Gains rudimentary awareness of physics research execution.
MS  783L&S,Physics MS,MAJ,5,Communicates clearly in ways appropriate to the field of physics.
PHD 783L&S,Physics PHD,MAJ,1,"Demonstrate mastery of the core physical concepts (Classical Mechanics, Electricity & Magnetism, Quantum Mechanics, and Statistical Mechanics)."
